"";"gene_ID";"gene";"X3"
"8255";"LOC6577300";"LOC6577300";"Gene Expression"
"8256";"LOC6577301";"Lip2";"Gene Expression"
"8257";"LOC6577302";"CG6415";"Gene Expression"
"8258";"LOC6577303";"Lip1";"Gene Expression"
"8259";"LOC26527590";"LOC26527590";"Gene Expression"
"8260";"LOC6577304";"CG7294";"Gene Expression"
"8261";"LOC6577306";"LOC6577306";"Gene Expression"
"8262";"LOC6577307";"CG7296";"Gene Expression"
"8263";"LOC6577308";"LOC6577308";"Gene Expression"
"8264";"LOC122757184";"LOC122757184";"Gene Expression"
"8265";"LOC6577312";"CG17104";"Gene Expression"
"8266";"LOC6577313";"CG31871";"Gene Expression"
"8267";"LOC6577314";"dbf";"Gene Expression"
"8268";"LOC6577315";"CG17097";"Gene Expression"
"8269";"LOC6577318";"LOC6577318";"Gene Expression"
"8270";"LOC6577319";"LOC6577319";"Gene Expression"
"8271";"LOC6577320";"CG7329";"Gene Expression"
"8272";"LOC6577321";"Trim9";"Gene Expression"
"8273";"LOC6577322";"CG34161";"Gene Expression"
"8274";"LOC6577323";"CG34160";"Gene Expression"
"8275";"LOC26528379";"CG6138";"Gene Expression"
"8276";"LOC6577325";"CG18302";"Gene Expression"
"8277";"LOC6577326";"LOC6577326";"Gene Expression"
"8278";"LOC6577327";"Lip4";"Gene Expression"
"8279";"LOC116803905";"LOC116803905";"Gene Expression"
"8280";"LOC6577328";"Lrr47";"Gene Expression"
"8281";"LOC6577329";"Fatp1";"Gene Expression"
"8282";"LOC6577330";"CG9257";"Gene Expression"
"8283";"LOC6577331";"l(2)05287";"Gene Expression"
"8284";"LOC6577332";"CG34136";"Gene Expression"
"8285";"LOC6577333";"CG14397";"Gene Expression"
"8286";"LOC122757172";"LOC122757172";"Gene Expression"
"8287";"LOC6577334";"CG9259";"Gene Expression"
"8288";"LOC6577335";"ppk13";"Gene Expression"
"8289";"LOC6577336";"CG33509";"Gene Expression"
"8290";"LOC6577337";"CG33510";"Gene Expression"
"8291";"LOC6577338";"CG33511";"Gene Expression"
"8292";"LOC6577339";"tadr";"Gene Expression"
"8293";"LOC6577340";"CG9265";"Gene Expression"
"8294";"LOC6577341";"Itgbn";"Gene Expression"
"8295";"LOC26527723";"CG42238";"Gene Expression"
"8296";"LOC6577342";"LOC6577342";"Gene Expression"
"8297";"LOC122757243";"LOC122757243";"Gene Expression"
"8298";"LOC6577343";"Mtp";"Gene Expression"
"8299";"LOC6577345";"sky";"Gene Expression"
"8300";"LOC6577346";"CG14401";"Gene Expression"
"8301";"LOC6577347";"CG31675";"Gene Expression"
"8302";"LOC6577348";"LOC6577348";"Gene Expression"
"8303";"LOC6577349";"CG9336";"Gene Expression"
"8304";"LOC6577350";"twit";"Gene Expression"
"8305";"LOC6577351";"CG31676";"Gene Expression"
"8306";"LOC6577352";"Oseg5";"Gene Expression"
"8307";"LOC26528535";"CG31673";"Gene Expression"
"8308";"LOC6577353";"CG9331";"Gene Expression"
"8309";"LOC6577354";"LOC6577354";"Gene Expression"
"8310";"LOC6577355";"LOC6577355";"Gene Expression"
"8311";"LOC6577356";"LOC6577356";"Gene Expression"
"8312";"LOC6577357";"CG33322";"Gene Expression"
"8313";"LOC6577358";"CG9328";"Gene Expression"
"8314";"LOC122757140";"LOC122757140";"Gene Expression"
"8315";"LOC122757124";"LOC122757124";"Gene Expression"
"8316";"LOC6577359";"Ent1";"Gene Expression"
"8317";"LOC6577360";"Plc21C";"Gene Expression"
"8318";"LOC26527513";"CG31921";"Gene Expression"
"8319";"LOC116803889";"LOC116803889";"Gene Expression"
"8320";"LOC6577361";"LOC6577361";"Gene Expression"
"8321";"LOC116803888";"LOC116803888";"Gene Expression"
"8322";"LOC6577362";"LOC6577362";"Gene Expression"
"8323";"LOC26527819";"CG33127";"Gene Expression"
"8324";"LOC6577365";"CG11911";"Gene Expression"
"8325";"LOC6577366";"RapGAP1";"Gene Expression"
"8326";"LOC26527496";"LOC26527496";"Gene Expression"
"8327";"LOC26528348";"LOC26528348";"Gene Expression"
"8328";"LOC6577370";"CG14034";"Gene Expression"
"8329";"LOC6577371";"CG6739";"Gene Expression"
"8330";"LOC6577372";"ND-13A";"Gene Expression"
"8331";"LOC6577373";"CG4230";"Gene Expression"
"8332";"LOC6577374";"insv";"Gene Expression"
"8333";"LOC6577375";"Elba2";"Gene Expression"
"8334";"LOC6577376";"ND-B17.2";"Gene Expression"
"8335";"LOC6577377";"Arpc5";"Gene Expression"
"8336";"LOC6577378";"Drp1";"Gene Expression"
"8337";"LOC26527324";"LOC26527324";"Gene Expression"
"8338";"LOC26527880";"LOC26527880";"Gene Expression"
"8339";"LOC6577379";"CG15395";"Gene Expression"
"8340";"LOC6577380";"LOC6577380";"Gene Expression"
"8341";"LOC116803903";"LOC116803903";"Gene Expression"
"8342";"LOC6577383";"LOC6577383";"Gene Expression"
"8343";"LOC6577384";"CG43851";"Gene Expression"
"8344";"LOC6577385";"CG33125";"Gene Expression"
"8345";"LOC6577386";"LOC6577386";"Gene Expression"
"8346";"LOC6577387";"LOC6577387";"Gene Expression"
"8347";"LOC6577388";"Or23a";"Gene Expression"
"8348";"LOC6577390";"Prosbeta4R2";"Gene Expression"
"8349";"LOC6577391";"Trf4";"Gene Expression"
"8350";"LOC6577392";"Gr23a";"Gene Expression"
"8351";"LOC122757195";"LOC122757195";"Gene Expression"
"8352";"LOC6577394";"CG14930";"Gene Expression"
"8353";"LOC6577397";"CG31690";"Gene Expression"
"8354";"LOC6577396";"Trf5";"Gene Expression"
"8355";"LOC6577398";"CG31689";"Gene Expression"
"8356";"LOC6577399";"Hrs";"Gene Expression"
"8357";"LOC6577400";"CG9961";"Gene Expression"
"8358";"LOC6577401";"Cwc25";"Gene Expression"
"8359";"LOC6577402";"Pgk";"Gene Expression"
"8360";"LOC6577403";"Bacc";"Gene Expression"
"8361";"LOC6577404";"HemK2";"Gene Expression"
"8362";"LOC6577405";"Snapin";"Gene Expression"
"8363";"LOC6577406";"Tnpo-SR";"Gene Expression"
"8364";"LOC6577407";"Snx21";"Gene Expression"
"8365";"LOC6577408";"aph-1";"Gene Expression"
"8366";"LOC6577409";"Taf10b";"Gene Expression"
"8367";"LOC6577410";"CG11790";"Gene Expression"
"8368";"LOC6577411";"LOC6577411";"Gene Expression"
"8369";"LOC6577412";"fipi";"Gene Expression"
"8370";"LOC6577413";"Taf12L";"Gene Expression"
"8371";"LOC6577414";"CG15631";"Gene Expression"
"8372";"LOC6577415";"CG34351";"Gene Expression"
"8373";"LOC6577416";"LOC6577416";"Gene Expression"
"8374";"LOC6577418";"Bsg25A";"Gene Expression"
"8375";"LOC6577420";"CG3355";"Gene Expression"
"8376";"LOC6577423";"dpy";"Gene Expression"
"8377";"LOC6577424";"ine";"Gene Expression"
"8378";"LOC6577425";"FIG4";"Gene Expression"
"8379";"LOC6577426";"CG15435";"Gene Expression"
"8380";"LOC6577427";"CG15443";"Gene Expression"
"8381";"LOC6577428";"mRpL27";"Gene Expression"
"8382";"LOC6577429";"La";"Gene Expression"
"8383";"LOC6577430";"spir";"Gene Expression"
"8384";"LOC116803839";"Or42b4";"Gene Expression"
"8385";"LOC6577432";"CG12617";"Gene Expression"
"8386";"LOC6577433";"Uxt";"Gene Expression"
"8387";"LOC6577434";"yuri";"Gene Expression"
"8388";"LOC6577435";"Cul3";"Gene Expression"
"8389";"LOC6577436";"UK114";"Gene Expression"
"8390";"LOC26528567";"LOC26528567";"Gene Expression"
"8391";"LOC6577438";"CG15262";"Gene Expression"
"8392";"LOC6577439";"nht";"Gene Expression"
"8393";"LOC26527269";"LOC26527269";"Gene Expression"
"8394";"LOC6577440";"esg";"Gene Expression"
"8395";"LOC122757125";"LOC122757125";"Gene Expression"
"8396";"LOC6577441";"CG15258";"Gene Expression"
"8397";"LOC6577443";"wor";"Gene Expression"
"8398";"LOC6577444";"CG4161";"Gene Expression"
"8399";"LOC6577445";"sna";"Gene Expression"
"8400";"LOC6577446";"LOC6577446";"Gene Expression"
"8401";"LOC6577448";"lace";"Gene Expression"
"8402";"LOC26527938";"LOC26527938";"Gene Expression"
"8403";"LOC6577450";"LOC6577450";"Gene Expression"
"8404";"LOC6577452";"LOC6577452";"Gene Expression"
"8405";"LOC122757210";"LOC122757210";"Gene Expression"
"8406";"LOC6577453";"CG15256";"Gene Expression"
"8407";"LOC6577454";"LOC6577454";"Gene Expression"
"8408";"LOC6577455";"kek3";"Gene Expression"
"8409";"LOC122757128";"LOC122757128";"Gene Expression"
"8410";"LOC6577456";"CG15255";"Gene Expression"
"8411";"LOC6577457";"LOC6577457";"Gene Expression"
"8412";"LOC6577458";"LOC6577458";"Gene Expression"
"8413";"LOC6577459";"CG15254";"Gene Expression"
"8414";"LOC6577460";"LOC6577460";"Gene Expression"
"8415";"LOC6577461";"Or35a";"Gene Expression"
"8416";"LOC6577462";"CG7631";"Gene Expression"
"8417";"LOC6577463";"CG18480";"Gene Expression"
"8418";"LOC6577464";"Syt1";"Gene Expression"
"8419";"LOC6577465";"CG15399";"Gene Expression"
"8420";"LOC6577466";"HINT1";"Gene Expression"
"8421";"LOC6577467";"CG6115";"Gene Expression"
"8422";"LOC6577468";"CG31743";"Gene Expression"
"8423";"LOC116803807";"LOC116803807";"Gene Expression"
"8424";"LOC6577469";"CG34313";"Gene Expression"
"8425";"LOC122757302";"LOC122757302";"Gene Expression"
"8426";"LOC6577470";"CG32832";"Gene Expression"
"8427";"LOC122757301";"LOC122757301";"Gene Expression"
"8428";"LOC6577471";"CG10341";"Gene Expression"
"8429";"LOC6577472";"CG10376";"Gene Expression"
"8430";"LOC6577473";"CG10343";"Gene Expression"
"8431";"LOC6577474";"Tg";"Gene Expression"
"8432";"LOC6577475";"CG7367";"Gene Expression"
"8433";"LOC6577476";"baf";"Gene Expression"
"8434";"LOC6577477";"Cka";"Gene Expression"
"8435";"LOC6577478";"CCDC53";"Gene Expression"
"8436";"LOC6577479";"RpL36A";"Gene Expression"
"8437";"LOC6577480";"Megf8";"Gene Expression"
"8438";"LOC6577481";"poe";"Gene Expression"
"8439";"LOC6577482";"Trf";"Gene Expression"
"8440";"LOC6577483";"Mcr";"Gene Expression"
"8441";"LOC122757150";"LOC122757150";"Gene Expression"
"8442";"LOC6577484";"Bsg";"Gene Expression"
"8443";"LOC6577485";"mon2";"Gene Expression"
"8444";"LOC6577486";"CG8668";"Gene Expression"
"8445";"LOC6577487";"dia";"Gene Expression"
"8446";"LOC6577488";"cad";"Gene Expression"
"8447";"LOC6577489";"Pomp";"Gene Expression"
"8448";"LOC6577490";"vari";"Gene Expression"
"8449";"LOC6577491";"Sgt";"Gene Expression"
"8450";"LOC6577492";"cass";"Gene Expression"
"8451";"LOC6577493";"fws";"Gene Expression"
"8452";"LOC6577494";"CG5110";"Gene Expression"
"8453";"LOC6577495";"GCS2beta";"Gene Expression"
"8454";"LOC6577496";"CG5131";"Gene Expression"
"8455";"LOC116803982";"CG43221";"Gene Expression"
"8456";"LOC6577497";"qua";"Gene Expression"
"8457";"LOC6577498";"CG15142";"Gene Expression"
"8458";"LOC6577499";"mEFTs";"Gene Expression"
"8459";"LOC6577500";"Dhc36C";"Gene Expression"
"8460";"LOC6577501";"CG15144";"Gene Expression"
"8461";"LOC122757240";"LOC122757240";"Gene Expression"
"8462";"LOC6577502";"CG7094";"Gene Expression"
"8463";"LOC122757255";"LOC122757255";"Gene Expression"
"8464";"LOC6577505";"Oli";"Gene Expression"
"8465";"LOC116803944";"LOC116803944";"Gene Expression"
"8466";"LOC6577506";"CG6870";"Gene Expression"
"8467";"LOC6577507";"Sytalpha";"Gene Expression"
"8468";"LOC6577509";"CG15147";"Gene Expression"
"8469";"LOC26528540";"CadN";"Gene Expression"
"8470";"LOC26527527";"CadN2";"Gene Expression"
"8471";"LOC122757190";"LOC122757190";"Gene Expression"
"8472";"LOC116803945";"LOC116803945";"Gene Expression"
"8473";"LOC122757189";"LOC122757189";"Gene Expression"
"8474";"LOC6577513";"btv";"Gene Expression"
"8475";"LOC6577514";"CG5674";"Gene Expression"
"8476";"LOC122757129";"LOC122757129";"Gene Expression"
"8477";"LOC122757130";"LOC122757130";"Gene Expression"
"8478";"LOC122757173";"LOC122757173";"Gene Expression"
"8479";"LOC6577515";"LOC6577515";"Gene Expression"
"8480";"LOC26527616";"CG42659";"Gene Expression"
"8481";"LOC6577518";"CG31740";"Gene Expression"
"8482";"LOC6577520";"rdo";"Gene Expression"
"8483";"LOC6577519";"LOC6577519";"Gene Expression"
"8484";"LOC6577521";"Arr1";"Gene Expression"
"8485";"LOC6577522";"ninaD";"Gene Expression"
"8486";"LOC6577523";"CG31741";"Gene Expression"
"8487";"LOC6577524";"CG15153";"Gene Expression"
"8488";"LOC122757227";"LOC122757227";"Gene Expression"
"8489";"LOC6577525";"CG15152";"Gene Expression"
"8490";"LOC6577526";"CG5758";"Gene Expression"
"8491";"LOC26528144";"CG31785";"Gene Expression"
"8492";"LOC6577527";"kel";"Gene Expression"
"8493";"LOC6577528";"crok";"Gene Expression"
"8494";"LOC6577529";"atilla";"Gene Expression"
"8495";"LOC6577530";"bru1";"Gene Expression"
"8496";"LOC6577531";"LOC6577531";"Gene Expression"
"8497";"LOC122757225";"LOC122757225";"Gene Expression"
"8498";"LOC6577532";"bru2";"Gene Expression"
"8499";"LOC6577534";"Pkd2";"Gene Expression"
"8500";"LOC6577535";"CG31750";"Gene Expression"
"8501";"LOC26527736";"LOC26527736";"Gene Expression"
"8502";"LOC6577536";"vir-1";"Gene Expression"
"8503";"LOC6577537";"Fam92";"Gene Expression"
"8504";"LOC6577538";"CG5446";"Gene Expression"
"8505";"LOC6577539";"CG9663";"Gene Expression"
"8506";"LOC6577540";"CG9664";"Gene Expression"
"8507";"LOC6577541";"Cdc23";"Gene Expression"
"8508";"LOC6577542";"CG18858";"Gene Expression"
"8509";"LOC6577543";"CG6153";"Gene Expression"
"8510";"LOC6577544";"CG31688";"Gene Expression"
"8511";"LOC122757152";"LOC122757152";"Gene Expression"
"8512";"LOC6577545";"CG15130";"Gene Expression"
"8513";"LOC6577546";"Arpc2";"Gene Expression"
"8514";"LOC6577556";"CG10949";"Gene Expression"
"8515";"LOC122757206";"LOC122757206";"Gene Expression"
"8516";"LOC6577557";"CG10947";"Gene Expression"
"8517";"LOC6577558";"CG16798";"Gene Expression"
"8518";"LOC6577559";"RtGEF";"Gene Expression"
"8519";"LOC6577560";"RpL27A";"Gene Expression"
"8520";"LOC122757258";"LOC122757258";"Gene Expression"
"8521";"LOC6577562";"Gs1l";"Gene Expression"
"8522";"LOC6577563";"ND-B8";"Gene Expression"
"8523";"LOC6577564";"Secp43";"Gene Expression"
"8524";"LOC6577565";"CG15439";"Gene Expression"
"8525";"LOC6577566";"Elp3";"Gene Expression"
"8526";"LOC6577567";"morgue";"Gene Expression"
"8527";"LOC6577568";"CG15432";"Gene Expression"
"8528";"LOC6577572";"CG15431";"Gene Expression"
"8529";"LOC116803854";"LOC116803854";"Gene Expression"
"8530";"LOC6577569";"CG34215";"Gene Expression"
"8531";"LOC6577570";"CG34178";"Gene Expression"
"8532";"LOC26528371";"CG34177";"Gene Expression"
"8533";"LOC6577571";"LOC6577571";"Gene Expression"
"8534";"LOC6577573";"Dim1";"Gene Expression"
"8535";"LOC6577574";"CG33003";"Gene Expression"
"8536";"LOC6577575";"l(2)k05819";"Gene Expression"
"8537";"LOC26528273";"LOC26528273";"Gene Expression"
"8538";"LOC6577578";"Tps1";"Gene Expression"
"8539";"LOC6577577";"CG3652";"Gene Expression"
"8540";"LOC6577579";"Psf2";"Gene Expression"
"8541";"LOC6577580";"LOC6577580";"Gene Expression"
"8542";"LOC6577581";"Vps53";"Gene Expression"
"8543";"LOC6577582";"Traf4";"Gene Expression"
"8544";"LOC116803920";"LOC116803920";"Gene Expression"
"8545";"LOC6577584";"CG15429";"Gene Expression"
"8546";"LOC6577585";"IA-2";"Gene Expression"
"8547";"LOC26528060";"LOC26528060";"Gene Expression"
"8548";"LOC6577586";"CG4415";"Gene Expression"
"8549";"LOC26528521";"S";"Gene Expression"
"8550";"LOC6577588";"ast";"Gene Expression"
"8551";"LOC6577589";"Atg4a";"Gene Expression"
"8552";"LOC6577587";"CG4629";"Gene Expression"
"8553";"LOC122757259";"LOC122757259";"Gene Expression"
"8554";"LOC6577590";"mtRNApol";"Gene Expression"
"8555";"LOC6577591";"CG14339";"Gene Expression"
"8556";"LOC6577592";"CG14340";"Gene Expression"
"8557";"LOC6577593";"Pino";"Gene Expression"
"8558";"LOC122757306";"LOC122757306";"Gene Expression"
"8559";"LOC122757307";"LOC122757307";"Gene Expression"
"8560";"LOC6577594";"TBC1D23";"Gene Expression"
"8561";"LOC6577595";"CG4577";"Gene Expression"
"8562";"LOC6577596";"MFS3";"Gene Expression"
"8563";"LOC6577597";"LOC6577597";"Gene Expression"
"8564";"LOC6577598";"l(2)10685";"Gene Expression"
"8565";"LOC6577599";"Tfb4";"Gene Expression"
"8566";"LOC6577600";"Vps29";"Gene Expression"
"8567";"LOC6577601";"capt";"Gene Expression"
"8568";"LOC6577602";"gkt";"Gene Expression"
"8569";"LOC116803835";"LOC116803835";"Gene Expression"
"8570";"LOC6577603";"Mad";"Gene Expression"
"8571";"LOC116803827";"LOC116803827";"Gene Expression"
"8572";"LOC6577604";"ND-B14.5B";"Gene Expression"
"8573";"LOC6577605";"toc";"Gene Expression"
"8574";"LOC122757159";"LOC122757159";"Gene Expression"
"8575";"LOC116803936";"LOC116803936";"Gene Expression"
"8576";"Trnag-gcc_7";"Trnag-gcc_7";"Gene Expression"
"8577";"Trnag-gcc_8";"Trnag-gcc_8";"Gene Expression"
"8578";"Trnag-gcc_9";"Trnag-gcc_9";"Gene Expression"
"8579";"Trnag-gcc_10";"Trnag-gcc_10";"Gene Expression"
"8580";"LOC6577610";"CG12512";"Gene Expression"
"8581";"LOC6577611";"LOC6577611";"Gene Expression"
"8582";"LOC6577612";"LOC6577612";"Gene Expression"
"8583";"LOC6577613";"nompC";"Gene Expression"
"8584";"LOC6577614";"H15";"Gene Expression"
"8585";"LOC6577616";"mid";"Gene Expression"
"8586";"LOC6577618";"CG14020";"Gene Expression"
"8587";"LOC6577619";"CG7382";"Gene Expression"
"8588";"LOC6577620";"cl";"Gene Expression"
"8589";"LOC6577621";"Vps52";"Gene Expression"
"8590";"LOC6577622";"Cap-D3";"Gene Expression"
"8591";"LOC26527756";"CG31648";"Gene Expression"
"8592";"LOC26527811";"CG31915";"Gene Expression"
"8593";"LOC6577623";"Coq6";"Gene Expression"
"8594";"LOC6577624";"tomb";"Gene Expression"
"8595";"LOC6577625";"CG14015";"Gene Expression"
"8596";"LOC6577626";"Hel25E";"Gene Expression"
"8597";"LOC6577627";"Lam";"Gene Expression"
"8598";"LOC6577628";"Oscillin";"Gene Expression"
"8599";"LOC6577629";"CG14014";"Gene Expression"
"8600";"LOC6577630";"CG18269";"Gene Expression"
"8601";"LOC6577631";"CG31988";"Gene Expression"
"8602";"LOC6577632";"Ret";"Gene Expression"
"8603";"LOC6577633";"Mcm10";"Gene Expression"
"8604";"LOC6577634";"bur";"Gene Expression"
"8605";"LOC116804005";"LOC116804005";"Gene Expression"
"8606";"LOC6577635";"CG31627";"Gene Expression"
"8607";"LOC6577636";"mAcon1";"Gene Expression"
"8608";"LOC6577637";"CG43345";"Gene Expression"
"8609";"LOC6577638";"CG43346";"Gene Expression"
"8610";"LOC6577639";"CG9246";"Gene Expression"
"8611";"LOC6577640";"ATPsynGL";"Gene Expression"
"8612";"LOC6577641";"CG7214";"Gene Expression"
"8613";"LOC6577642";"Acp1";"Gene Expression"
"8614";"LOC6577643";"CG13796";"Gene Expression"
"8615";"LOC6577644";"CG13795";"Gene Expression"
"8616";"LOC6577645";"Ntl";"Gene Expression"
"8617";"Trnay-gua_6";"Trnay-gua_6";"Gene Expression"
"8618";"LOC6577647";"yin";"Gene Expression"
"8619";"LOC6577648";"Tep3";"Gene Expression"
"8620";"LOC122757153";"LOC122757153";"Gene Expression"
"8621";"LOC122757154";"LOC122757154";"Gene Expression"
"8622";"LOC6577650";"CG4341";"Gene Expression"
"8623";"LOC6577651";"GluRIIC";"Gene Expression"
"8624";"LOC6577654";"CG15824";"Gene Expression"
"8625";"LOC6577655";"ninaA";"Gene Expression"
"8626";"LOC6577656";"PNUTS";"Gene Expression"
"8627";"LOC6577657";"dbe";"Gene Expression"
"8628";"LOC6577658";"aru";"Gene Expression"
"8629";"LOC6577659";"CG13950";"Gene Expression"
"8630";"LOC6577660";"CG13949";"Gene Expression"
"8631";"LOC6577661";"kraken";"Gene Expression"
"8632";"LOC6577662";"CG4291";"Gene Expression"
"8633";"LOC6577663";"drongo";"Gene Expression"
"8634";"LOC6577664";"dock";"Gene Expression"
"8635";"LOC6577665";"CG3862";"Gene Expression"
"8636";"LOC6577666";"CG3662";"Gene Expression"
"8637";"LOC26528233";"Clp";"Gene Expression"
"8638";"LOC6577668";"CG15880";"Gene Expression"
"8639";"LOC6577669";"Pex12";"Gene Expression"
"8640";"LOC6577670";"Saf6";"Gene Expression"
"8641";"LOC6577671";"Dbp21E2";"Gene Expression"
"8642";"LOC6577672";"LOC6577672";"Gene Expression"
"8643";"LOC6577674";"Pkg21D";"Gene Expression"
"8644";"LOC6577675";"CG3544";"Gene Expression"
"8645";"LOC6577676";"Gr21a";"Gene Expression"
"8646";"LOC6577677";"GABA-B-R3";"Gene Expression"
"8647";"LOC6577678";"Eaat2";"Gene Expression"
"8648";"LOC6577682";"ds";"Gene Expression"
"8649";"LOC6577683";"CG13689";"Gene Expression"
"8650";"LOC6577684";"Gsc";"Gene Expression"
"8651";"LOC6577685";"Pph13";"Gene Expression"
"8652";"LOC6577686";"Ptth";"Gene Expression"
"8653";"LOC6577687";"cold";"Gene Expression"
"8654";"LOC6577688";"Ipk2";"Gene Expression"
"8655";"LOC6577689";"Sf3b1";"Gene Expression"
"8656";"LOC6577690";"Nle";"Gene Expression"
"8657";"LOC6577691";"CG2794";"Gene Expression"
"8658";"LOC6577692";"Mis12";"Gene Expression"
"8659";"LOC6577693";"CG11835";"Gene Expression"
"8660";"LOC6577694";"Tspo";"Gene Expression"
"8661";"LOC6577695";"rempA";"Gene Expression"
"8662";"LOC6577696";"Ets21C";"Gene Expression"
"8663";"LOC6577697";"nAChRbeta3";"Gene Expression"
"8664";"LOC6577698";"Spp";"Gene Expression"
"8665";"LOC6577699";"lwr";"Gene Expression"
"8666";"LOC122757192";"LOC122757192";"Gene Expression"
"8667";"LOC6577700";"ush";"Gene Expression"
"8668";"LOC6577701";"cbt";"Gene Expression"
"8669";"LOC6577702";"MED15";"Gene Expression"
"8670";"LOC6577704";"CG4297";"Gene Expression"
"8671";"LOC6577705";"CG4133";"Gene Expression"
"8672";"LOC6577706";"shv";"Gene Expression"
"8673";"LOC6577707";"crq";"Gene Expression"
"8674";"LOC6577708";"ex";"Gene Expression"
"8675";"LOC6577709";"BBS8";"Gene Expression"
"8676";"LOC6577710";"CG13692";"Gene Expression"
"8677";"LOC6577711";"CG11885";"Gene Expression"
"8678";"LOC6577712";"RpLP1";"Gene Expression"
"8679";"LOC6577713";"CG13690";"Gene Expression"
"8680";"LOC6577714";"ebi";"Gene Expression"
"8681";"LOC6577715";"AP-2alpha";"Gene Expression"
"8682";"LOC6577716";"RpI135";"Gene Expression"
"8683";"LOC6577717";"CG4213";"Gene Expression"
"8684";"LOC6577719";"al";"Gene Expression"
"8685";"LOC6577721";"Hsp60B";"Gene Expression"
"8686";"LOC26527259";"LOC26527259";"Gene Expression"
"8687";"LOC6577722";"Mst36Fa";"Gene Expression"
"8688";"LOC6577723";"CG43338";"Gene Expression"
"8689";"LOC6577725";"MESR3";"Gene Expression"
"8690";"LOC6577726";"Cyp310a1";"Gene Expression"
"8691";"LOC6577727";"IFT46";"Gene Expression"
"8692";"LOC6577728";"Tengl2";"Gene Expression"
"8693";"LOC6577729";"Tengl3";"Gene Expression"
"8694";"LOC6577730";"Sec24CD";"Gene Expression"
"8695";"LOC6577731";"sau";"Gene Expression"
"8696";"LOC122757265";"LOC122757265";"Gene Expression"
"8697";"LOC6577732";"CG15387";"Gene Expression"
"8698";"LOC6577733";"papi";"Gene Expression"
"8699";"LOC6577734";"mio";"Gene Expression"
"8700";"LOC6577735";"LOC6577735";"Gene Expression"
"8701";"LOC6577736";"CG17010";"Gene Expression"
"8702";"LOC6577739";"LOC6577739";"Gene Expression"
"8703";"LOC6577741";"Or83c";"Gene Expression"
"8704";"LOC6577742";"CG15475";"Gene Expression"
"8705";"LOC6577745";"LOC6577745";"Gene Expression"
"8706";"LOC6577747";"CG34126";"Gene Expression"
"8707";"LOC6577748";"CG8892";"Gene Expression"
"8708";"LOC6577749";"MFS18";"Gene Expression"
"8709";"LOC6577750";"mei-41";"Gene Expression"
"8710";"LOC6577751";"CG8891";"Gene Expression"
"8711";"LOC6577752";"CG3792";"Gene Expression"
"8712";"LOC6577753";"PrBP";"Gene Expression"
"8713";"LOC6577754";"CG9289";"Gene Expression"
"8714";"LOC6577755";"CG9287";"Gene Expression"
"8715";"LOC6577756";"Glt";"Gene Expression"
"8716";"LOC116804779";"LOC116804779";"Gene Expression"
"8717";"LOC26528677";"LOC26528677";"Gene Expression"
"8718";"LOC116804739";"LOC116804739";"Gene Expression"
"8719";"LOC26527460";"LOC26527460";"Gene Expression"
"8720";"LOC122757311";"LOC122757311";"Gene Expression"
"8721";"LOC116804706";"LOC116804706";"Gene Expression"
"8722";"LOC122757313";"LOC122757313";"Gene Expression"
"8723";"LOC122757312";"LOC122757312";"Gene Expression"
"8724";"LOC116804704";"LOC116804704";"Gene Expression"
"8725";"LOC116804838";"LOC116804838";"Gene Expression"
"8726";"LOC122757310";"LOC122757310";"Gene Expression"
"8727";"LOC116804759";"LOC116804759";"Gene Expression"
"8728";"LOC122757309";"LOC122757309";"Gene Expression"
"8729";"LOC122757316";"LOC122757316";"Gene Expression"
"8730";"LOC122757315";"LOC122757315";"Gene Expression"
"8731";"LOC116804708";"LOC116804708";"Gene Expression"
"8732";"LOC122757314";"LOC122757314";"Gene Expression"
"8733";"LOC116804802";"LOC116804802";"Gene Expression"
"8734";"LOC116804804";"LOC116804804";"Gene Expression"
"8735";"LOC122757317";"LOC122757317";"Gene Expression"
"8736";"LOC116804774";"LOC116804774";"Gene Expression"
"8737";"LOC122757319";"LOC122757319";"Gene Expression"
"8738";"LOC116804714";"LOC116804714";"Gene Expression"
"8739";"LOC122757318";"LOC122757318";"Gene Expression"
"8740";"LOC122757321";"LOC122757321";"Gene Expression"
"8741";"LOC122757320";"LOC122757320";"Gene Expression"
"8742";"LOC122757347";"LOC122757347";"Gene Expression"
"8743";"LOC116803939";"LOC116803939";"Gene Expression"
"8744";"LOC6577766";"CG17221";"Gene Expression"
"8745";"LOC6577767";"Plap";"Gene Expression"
"8746";"LOC6577768";"CG14341";"Gene Expression"
"8747";"LOC6577769";"IntS14";"Gene Expression"
"8748";"LOC6577770";"CG5080";"Gene Expression"
"8749";"LOC6577771";"Tango14";"Gene Expression"
"8750";"LOC6577772";"Hydr2";"Gene Expression"
"8751";"Trnag-gcc_11";"Trnag-gcc_11";"Gene Expression"
"8752";"Trnas-aga_2";"Trnas-aga_2";"Gene Expression"
"8753";"LOC26527551";"LOC26527551";"Gene Expression"
"8754";"LOC26527336";"LOC26527336";"Gene Expression"
"8755";"LOC116803987";"LOC116803987";"Gene Expression"
"8756";"LOC6577775";"CG7742";"Gene Expression"
"8757";"LOC6577776";"LOC6577776";"Gene Expression"
"8758";"LOC26528459";"LOC26528459";"Gene Expression"
"8759";"LOC6577778";"CG10801";"Gene Expression"
"8760";"LOC116804738";"LOC116804738";"Gene Expression"
